fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
5.14,25-10-2023 20:11,-73.96328509,40.74226233,-73.96214041,40.7483161,2
15.59,30-11-2023 14:06,-73.95261595,40.77925897,-73.96344552,40.72107864,6
4.1,08-02-2023 03:51,-73.99401198,40.72240655,-73.9918932,40.72473276,6
8.49,09-10-2023 16:17,-73.99394111,40.77202189,-73.96632526,40.75647796,5
11.7,21-07-2023 23:22,-73.95666286,40.75472052,-73.99716038,40.73166151,3
6.57,28-01-2023 08:52,-73.96366642,40.74631693,-73.97542604,40.76165527,2
5.35,15-05-2023 22:48,-73.95440727,40.76351546,-73.96796479,40.76712347,4
10.85,07-05-2023 20:21,-74.00621219,40.74920014,-73.96711807,40.77102005,1
12.41,07-02-2023 21:40,-73.97233458,40.77240539,-73.95102389,40.72802796,3
9.1,09-01-2023 13:47,-74.0013223,40.77404211,-73.99907966,40.74733051,6
9.28,28-11-2023 03:04,-73.97976617,40.74530326,-73.98115208,40.77682489,1
12.26,08-11-2023 08:27,-74.00065518,40.73660967,-73.95719373,40.76632501,2
10.59,21-08-2023 15:12,-74.00231529,40.75554102,-73.97630924,40.72701762,2
12.55,15-08-2023 23:57,-74.0092699,40.7747418,-73.95741666,40.75015001,1
11.15,15-12-2023 02:02,-73.97218567,40.73263973,-73.98395647,40.77534283,2
7.82,30-07-2023 05:26,-73.98845864,40.757378,-73.96227891,40.74640233,2
11.41,10-01-2023 05:59,-74.0036887,40.75789361,-73.95779704,40.77024506,5
7.95,12-05-2023 22:25,-73.99062973,40.76398678,-73.95921364,40.74975062,6
9.95,25-06-2023 01:14,-73.99986335,40.72789406,-73.9577181,40.7264087,3
13.02,28-02-2023 08:43,-73.95349831,40.7629495,-73.99682672,40.7288713,4
13.68,27-02-2023 04:30,-73.99079971,40.77454195,-73.98366095,40.72280055,6
4.11,31-03-2023 22:12,-73.98996279,40.73078099,-73.99952569,40.73171888,5
12,12-11-2023 18:22,-73.95960852,40.7342526,-73.99916753,40.77361685,2
7.41,04-08-2023 08:27,-73.97113465,40.77828371,-73.98073036,40.75901188,4
9.82,17-03-2023 17:57,-73.9673897,40.73085862,-73.95239473,40.76433142,2
5.95,24-04-2023 23:13,-73.97183989,40.77126311,-73.97448532,40.75729969,6
4.48,25-10-2023 08:20,-73.95322822,40.74953667,-73.95876929,40.74319236,3
10.42,07-01-2023 16:39,-73.99757995,40.73483386,-73.95376896,40.73301167,2
11.98,16-10-2023 15:33,-73.95065765,40.77224499,-74.00480548,40.77553688,1
8.33,07-09-2023 21:16,-73.96014263,40.74671832,-74.00027616,40.75088979,1
6.72,02-09-2023 05:57,-73.97466164,40.75088904,-73.99254949,40.74886599,1
11.08,26-03-2023 12:41,-73.9702577,40.741554,-73.97299338,40.77976625,1
8.98,04-10-2023 17:37,-73.97107045,40.75557705,-74.00629625,40.7430358,4
12.69,31-07-2023 20:09,-74.00649623,40.72981143,-73.96280073,40.77124752,6
9.34,18-07-2023 17:41,-73.99691901,40.74346489,-74.00617268,40.77174064,1
13.86,01-05-2023 17:53,-73.95231175,40.77816474,-74.00049409,40.73396021,2
5.87,31-05-2023 20:05,-73.97793813,40.73548801,-73.98709753,40.72569038,5
6.87,26-12-2023 09:12,-73.98729878,40.7594042,-73.97653681,40.77853721,2
5.79,23-01-2023 04:12,-73.96427769,40.7395114,-73.95710972,40.74555381,2
12.73,19-10-2023 04:02,-73.97852886,40.76640839,-73.95217621,40.72013322,2
12.45,20-09-2023 07:41,-74.00921023,40.72785242,-73.95692147,40.74994107,2
10.2,11-10-2023 05:41,-73.96582574,40.77818926,-74.00357732,40.75715802,5
8.09,11-07-2023 13:40,-73.96606695,40.74722737,-73.97212623,40.76656529,1
11.32,27-06-2023 00:34,-74.00009108,40.73416303,-73.98349713,40.77657653,3
16.33,12-11-2023 14:57,-73.95260039,40.7244098,-74.00245247,40.77491024,4
13.19,30-04-2023 22:37,-73.99656551,40.73018547,-73.97669326,40.77640815,5
9.5,17-04-2023 12:24,-73.98253504,40.75118644,-73.9886005,40.72192751,5
8.87,01-10-2023 07:57,-74.00311584,40.74022019,-73.98925273,40.76270645,5
11.92,30-04-2023 03:56,-73.97380306,40.769733,-74.00433329,40.73355148,4
8.59,18-10-2023 13:49,-73.98747293,40.74585325,-73.95126882,40.73125316,2
10.93,04-10-2023 01:08,-73.98880959,40.73492286,-73.96644241,40.76801911,6
8.59,01-04-2023 05:27,-73.96038139,40.7570287,-73.99317995,40.74502778,4
11.76,24-07-2023 10:14,-74.0094263,40.76240663,-73.95495149,40.774996,5
5.23,02-08-2023 13:49,-73.96212319,40.73002251,-73.95311477,40.72254611,2
10.33,12-10-2023 02:40,-73.97571309,40.73005715,-73.96137751,40.76813085,5
6.5,02-12-2023 18:57,-73.95083409,40.72220029,-73.97044109,40.72821006,3
9.23,19-07-2023 09:04,-73.97463341,40.76418412,-73.9874174,40.73059463,1
6.49,31-12-2023 10:27,-74.00667725,40.75982827,-73.98393921,40.7486411,1
7.15,25-10-2023 11:32,-74.00696128,40.74847785,-73.98269932,40.7437354,5
6.96,22-06-2023 08:40,-73.95701082,40.77065023,-73.95307424,40.74917034,2
5.42,24-11-2023 00:19,-73.95952715,40.76834021,-73.96439192,40.77640159,3
3.82,24-03-2023 06:56,-73.9892466,40.75512126,-73.99247914,40.75944334,3
10.67,05-06-2023 14:57,-73.97291805,40.77209628,-73.97252156,40.73741856,6
3.76,07-07-2023 04:48,-73.98062452,40.73235047,-73.97436597,40.73037452,2
7.13,06-03-2023 01:54,-73.95197016,40.72671518,-73.96127238,40.74520278,2
11.06,26-05-2023 21:24,-73.95300235,40.73618498,-74.0042815,40.74709846,3
10.37,13-09-2023 17:10,-73.95096966,40.72342521,-73.9679237,40.75607766,1
8.8,08-06-2023 06:20,-73.95801307,40.75187017,-73.99012981,40.73596016,1
10.78,26-09-2023 15:23,-73.9554269,40.77619634,-74.00222208,40.76605055,3
8.51,25-10-2023 22:33,-73.99696327,40.72236061,-73.9660936,40.72590761,4
9.31,09-05-2023 04:52,-73.96013959,40.72732659,-73.99010124,40.7536272,3
4.6,24-03-2023 23:37,-73.96746857,40.74713194,-73.96619258,40.7574119,5
14.59,01-12-2023 11:54,-73.95223281,40.7760325,-74.00025378,40.73240989,6
11,30-06-2023 14:35,-73.97572429,40.73896937,-73.95084433,40.76956068,4
9.75,27-11-2023 18:45,-74.00488997,40.75043409,-73.96179552,40.75692593,2
11.11,25-02-2023 19:57,-73.97415607,40.72249437,-73.99265089,40.75874333,3
7.09,11-10-2023 09:06,-73.96880514,40.72890059,-73.96556854,40.74986461,3
5.38,26-03-2023 07:21,-73.99678074,40.77919781,-74.00185201,40.77457565,4
7.84,30-10-2023 17:45,-73.9863532,40.77790712,-73.97079375,40.76163565,3
9.98,16-03-2023 05:09,-73.9740898,40.7202964,-74.00642179,40.74291013,5
11.21,05-11-2023 11:48,-73.98755366,40.77710871,-73.98999675,40.73431635,1
11.65,15-07-2023 08:22,-73.98750314,40.7583472,-73.95129225,40.7242637,3
11.03,30-12-2023 15:59,-74.0020148,40.7720751,-74.00274478,40.72992165,1
10.14,11-05-2023 05:15,-73.9535552,40.74728439,-73.97415456,40.77956098,2
8.57,21-11-2023 02:31,-73.96497034,40.75093576,-74.00576368,40.74440601,2
10.1,12-02-2023 20:23,-74.00992539,40.74933079,-73.96983593,40.77392123,3
9.95,03-02-2023 06:30,-73.9640632,40.76001186,-73.99328027,40.73023416,2
9.22,23-07-2023 00:34,-73.9656123,40.72837908,-73.99140146,40.74552165,3
14.35,24-06-2023 10:48,-74.00941614,40.72179842,-73.98973185,40.77763111,1
6.3,08-07-2023 11:54,-73.98782374,40.7384758,-73.99769059,40.72546794,4
6.7,31-01-2023 21:07,-73.97359514,40.76228085,-73.95350056,40.75563906,3
12.52,27-12-2023 05:46,-73.98283496,40.73211121,-73.95565009,40.77515031,6
5.9,04-11-2023 03:30,-73.96332083,40.76040595,-73.95779909,40.776981,4
6.23,04-04-2023 12:25,-73.9844725,40.77819472,-74.00361327,40.77076045,1
11.3,22-08-2023 22:03,-74.00076822,40.72563404,-73.99599331,40.77135607,1
5.78,31-03-2023 00:06,-73.95141506,40.76035613,-73.97326645,40.75913098,4
9.41,08-06-2023 11:20,-73.9954776,40.74662501,-73.95177774,40.73322539,6
6.13,29-10-2023 16:25,-73.96693846,40.77208854,-73.97371096,40.76384071,3
12.16,30-08-2023 02:53,-74.00141062,40.73062899,-73.99037389,40.77870307,4
7.24,21-06-2023 20:09,-73.99025924,40.76155756,-73.96095575,40.75155601,3
9.56,16-02-2023 04:34,-73.98347834,40.77028692,-74.00187417,40.73564184,6
10.99,16-01-2023 10:19,-73.99846608,40.77667685,-73.95709549,40.75440826,3
8.24,05-07-2023 03:02,-73.98300243,40.76099488,-73.95151939,40.76143662,4
10.73,10-01-2023 03:03,-74.00057023,40.74983049,-73.95194084,40.73249682,1
6.78,24-04-2023 13:05,-73.97645961,40.75707083,-74.00113821,40.76315136,5
6.52,18-06-2023 05:37,-73.9701772,40.7721343,-73.97702355,40.75524597,2
7.72,04-02-2023 15:09,-74.00625394,40.75423658,-73.97490486,40.75674099,5
10.65,02-04-2023 19:00,-73.95773207,40.72182322,-73.99830488,40.73835928,1
13.71,17-06-2023 14:33,-73.99889155,40.77585692,-73.97719336,40.72931601,2
7.37,16-12-2023 11:07,-73.99647825,40.76137161,-73.97120775,40.75740699,6
6.32,12-01-2023 01:38,-73.97031901,40.7605908,-73.9902623,40.75517398,6
5,10-11-2023 13:12,-73.98187494,40.73294051,-73.99105915,40.74028073,4
9.74,13-01-2023 09:31,-73.98003626,40.75953313,-74.00638569,40.73775362,5
9.82,28-10-2023 04:52,-74.0023107,40.74363186,-73.95259047,40.74083467,3
5.2,15-09-2023 01:55,-73.96165585,40.75907398,-73.96178304,40.749393,1
13.75,08-04-2023 17:43,-73.97297675,40.72639558,-73.96443305,40.77848918,1
4.55,13-07-2023 15:01,-74.00187708,40.75947072,-74.00869326,40.76581388,6
5.49,08-03-2023 15:43,-73.98756004,40.77996482,-73.97254145,40.77110438,1
11.3,14-11-2023 22:46,-73.9613754,40.72289272,-73.99916229,40.75033897,6
8.88,21-12-2023 21:32,-73.9758987,40.77863045,-73.97029695,40.75156742,5
8.71,19-10-2023 04:51,-74.00348107,40.74441448,-73.97273067,40.73225948,3
8.91,22-08-2023 19:31,-73.98763338,40.77224521,-73.95888448,40.76326275,5
7.24,02-03-2023 01:28,-73.99543834,40.76694313,-73.99467395,40.74529504,3
9.13,11-12-2023 02:58,-73.97895207,40.75402098,-74.00835229,40.76454681,2
6.38,21-10-2023 08:35,-73.95939833,40.76430695,-73.95515335,40.74454332,4
12.21,24-05-2023 23:11,-73.98382397,40.77271093,-73.95548184,40.72651103,6
6.85,06-02-2023 10:47,-73.98399948,40.74424842,-73.98264843,40.73038322,1
12.13,01-09-2023 08:48,-73.95567895,40.73962199,-74.00531472,40.7686942,3
7.9,26-06-2023 20:07,-73.97542888,40.7600556,-73.98012186,40.73551699,5
8.78,18-04-2023 01:53,-73.97602853,40.76847076,-73.97855915,40.73586127,6
7.67,08-02-2023 20:34,-73.99428541,40.76573711,-73.96069647,40.77576209,6
5.61,27-10-2023 14:48,-73.97353664,40.76786882,-73.96697391,40.75945814,6
9.21,28-05-2023 14:52,-73.97544537,40.746135,-74.00575173,40.72685845,5
12.05,24-08-2023 08:13,-73.98618891,40.76907005,-73.96767974,40.72861512,1
10.5,29-01-2023 05:48,-73.95055827,40.72721254,-74.00185563,40.73634205,1
11.03,09-03-2023 17:15,-73.95708654,40.75266935,-74.00463168,40.75563974,1
12.02,15-06-2023 04:41,-73.96502482,40.72034552,-73.98608357,40.76516953,2
7.39,23-07-2023 07:33,-73.97775926,40.73947515,-74.00535818,40.73646979,4
9.77,23-08-2023 15:29,-73.98227641,40.74198769,-73.96024386,40.77223852,6
8.25,08-04-2023 21:38,-73.99890616,40.74377036,-73.98221225,40.72655081,3
10.18,09-07-2023 22:58,-73.99165575,40.76172803,-73.97477977,40.73245595,1
10.2,20-06-2023 16:58,-73.96356235,40.74331349,-73.97538813,40.7782279,3
8.96,02-07-2023 20:03,-73.98277506,40.74692162,-73.95131341,40.72808469,5
11.46,09-06-2023 08:00,-73.95706383,40.73425265,-73.95505305,40.77328668,4
10.02,03-01-2023 20:45,-74.00112533,40.74239511,-73.95905232,40.7622361,4
6.43,27-02-2023 12:58,-73.97949917,40.73363618,-73.98700385,40.72438523,3
9.48,27-06-2023 04:35,-73.97118206,40.72439176,-74.00129402,40.74902241,5
4.58,18-08-2023 15:59,-73.97898909,40.75620692,-73.97448798,40.75113876,5
9,06-05-2023 04:39,-73.95664639,40.76009277,-73.98358104,40.77592838,2
11.03,02-06-2023 03:07,-73.9506262,40.75716942,-73.9964684,40.74526628,6
4.13,14-06-2023 23:06,-74.00304992,40.74780964,-74.00413847,40.74680582,1
6.75,19-12-2023 07:56,-74.00220271,40.74278715,-73.9838344,40.72674903,5
8.13,16-10-2023 00:06,-74.00218055,40.77180002,-73.97094794,40.75835035,1
7.46,17-04-2023 17:52,-73.96912937,40.75114491,-73.97247661,40.73265382,1
9.93,23-07-2023 06:06,-73.98763943,40.74875091,-73.96356471,40.724652,3
14.09,08-05-2023 23:12,-73.96600112,40.72153852,-73.98200672,40.77981514,6
5.56,11-01-2023 10:31,-73.98567171,40.74047487,-73.99070163,40.73617778,1
6.56,05-01-2023 17:54,-73.9723436,40.74281174,-73.97767797,40.72846319,3
7.98,26-03-2023 21:08,-73.96380852,40.74392937,-73.95149964,40.76196942,4
9.19,22-03-2023 09:45,-73.97710705,40.75481034,-74.00729457,40.76930093,5
8.04,20-11-2023 01:16,-73.97762978,40.75201615,-73.97828005,40.72384465,3
9.25,31-10-2023 13:02,-74.00470594,40.75647431,-73.99024413,40.7263236,2
11.51,05-12-2023 23:15,-73.9853531,40.765893,-74.00367899,40.72541043,3
11.76,19-05-2023 16:24,-73.97725337,40.76877914,-73.98391977,40.72281756,1
5.54,03-01-2023 23:48,-73.98228115,40.76308738,-73.97153015,40.75956739,2
8.88,03-11-2023 20:18,-73.95595308,40.77733142,-73.97831007,40.75529879,6
14.96,06-02-2023 13:04,-73.95560816,40.72109395,-74.00824941,40.7597684,1
6.95,08-02-2023 16:08,-73.96068496,40.73174668,-73.97525295,40.75034003,2
12.89,02-10-2023 19:17,-73.98748212,40.72045377,-73.99607984,40.76905046,3
7.73,07-04-2023 05:24,-73.96696205,40.75884848,-73.98951141,40.7528001,1
3.33,06-12-2023 15:22,-73.98628269,40.77388183,-73.99126772,40.77512482,3
9.53,29-07-2023 15:04,-73.99604438,40.73460894,-73.9584892,40.74913891,5
5.9,13-06-2023 16:23,-73.98942584,40.77562207,-74.00714562,40.76743952,6
9.02,13-09-2023 18:22,-74.00574212,40.72361604,-73.98912019,40.74444162,2
9.52,22-03-2023 05:08,-73.99009335,40.77606616,-73.98631102,40.74611343,4
8.85,08-06-2023 00:50,-73.98235547,40.74109736,-73.97286994,40.77093952,6
5.91,18-12-2023 02:07,-73.95267115,40.72608525,-73.96266211,40.72645959,4
6.61,02-08-2023 21:38,-73.99119536,40.74915231,-73.96634009,40.75389507,3
8.64,05-02-2023 12:43,-73.95585279,40.73540659,-73.96484267,40.76358019,2
9.14,04-12-2023 01:56,-73.9962685,40.73709237,-73.99845678,40.76502524,2
10.62,07-10-2023 14:35,-73.99854187,40.7384374,-73.95529576,40.75548961,3
8.27,27-08-2023 20:57,-73.97886027,40.76818155,-73.98515108,40.74688387,4
10.34,19-10-2023 13:24,-73.96964932,40.75234968,-74.00933346,40.73564695,6
12.3,05-10-2023 14:45,-74.00734006,40.73867846,-73.96991423,40.77456557,5
7.45,31-01-2023 02:15,-73.99673605,40.75662003,-73.97375983,40.74218728,6
6.08,27-08-2023 04:48,-73.98265898,40.76296904,-74.00244254,40.76793953,4
8.75,03-12-2023 05:48,-73.99013974,40.73635744,-73.95240794,40.72189994,1
5.74,22-02-2023 16:06,-73.96724274,40.74481295,-73.97630613,40.73393015,4
6.64,29-05-2023 16:29,-73.97933036,40.72731317,-73.98184416,40.74073509,1
8.99,07-01-2023 14:12,-74.00037845,40.73086896,-73.98611267,40.76029444,1
11.43,21-03-2023 13:19,-73.95633208,40.76086707,-73.99740892,40.73915985,5
9.99,11-09-2023 02:01,-73.99242566,40.7308863,-73.95283123,40.72248183,5
8.49,21-07-2023 16:13,-73.96613213,40.7515098,-73.96787048,40.73043205,6
9.37,09-11-2023 18:19,-73.96320505,40.76254278,-73.97594378,40.73554992,4
5.56,15-04-2023 12:16,-73.95221054,40.72641262,-73.97212799,40.73056285,6
8.75,21-01-2023 21:37,-73.98008955,40.75403873,-73.95957477,40.73222347,3
8.92,22-07-2023 08:24,-73.97304987,40.73539377,-73.97185678,40.76613742,4
10.93,26-02-2023 20:43,-73.98990742,40.77777561,-74.00312456,40.74472202,5
4.83,08-08-2023 20:22,-73.96930924,40.74901274,-73.96816229,40.74431075,6
6.08,21-10-2023 09:13,-73.98219699,40.76835955,-73.97610784,40.77799638,1
8.31,12-05-2023 02:14,-73.98374086,40.75301359,-73.95201935,40.74680211,1
14.52,06-06-2023 21:31,-73.95867195,40.72260475,-73.96597685,40.77565949,3
7.39,09-04-2023 02:45,-74.00698987,40.75798908,-73.98935983,40.73794379,4
12.23,27-01-2023 09:09,-73.95708225,40.7770842,-74.00187613,40.74403758,3
7.44,14-03-2023 21:11,-73.95887581,40.75609671,-73.98106316,40.743777,3
7.04,22-06-2023 11:26,-73.97961802,40.76915133,-73.96923874,40.75276473,4
8.39,26-02-2023 13:13,-73.98058783,40.77305239,-73.99936347,40.75505484,2
6.44,03-06-2023 06:48,-73.98829156,40.73368479,-73.97103334,40.7348875,4
9.36,10-05-2023 22:53,-73.95034957,40.73272269,-73.96046329,40.76761506,3
5.3,08-10-2023 20:18,-74.00332984,40.75665886,-74.00057699,40.74979156,6
7.71,10-03-2023 12:07,-73.97458709,40.74466171,-73.96765286,40.72042261,2
9.31,21-03-2023 08:24,-73.9690991,40.77039168,-74.00590454,40.75548044,6
11.44,27-04-2023 17:01,-73.9539402,40.77400139,-74.009523,40.76788357,3
10.42,21-08-2023 18:01,-73.96318779,40.74120528,-74.00804192,40.735028,3
6.12,28-12-2023 01:52,-73.97136917,40.73421223,-73.97210973,40.72227226,3
10.62,13-08-2023 23:08,-74.00299126,40.76683153,-73.95159828,40.76843072,6
12.78,02-02-2023 02:59,-73.98757599,40.73648836,-73.96371766,40.7785766,1
11.26,21-08-2023 23:53,-74.0016695,40.76935686,-73.99473544,40.72459382,4
12.04,30-04-2023 21:37,-73.95712724,40.7454243,-74.00569868,40.77628221,5
7.03,05-10-2023 13:52,-73.96502273,40.76005299,-73.97300075,40.74155646,1
14.52,22-06-2023 14:07,-73.96454779,40.72573212,-74.00980627,40.77648638,4
5.59,14-10-2023 02:05,-73.97086461,40.75743156,-73.96244486,40.75893036,1
9.82,15-09-2023 01:30,-73.97957739,40.74710606,-73.99541277,40.77341466,4
5.44,29-08-2023 23:42,-74.00100174,40.75519651,-73.99204698,40.76714998,2
4.92,25-10-2023 10:35,-73.99021831,40.73008085,-73.98936126,40.72167986,6
13.81,18-03-2023 07:47,-74.00178505,40.76421242,-73.96418682,40.72392655,5
8.03,25-11-2023 16:01,-73.96650521,40.77176782,-73.99405549,40.75154468,2
4.04,26-03-2023 19:07,-74.00038627,40.73300439,-73.99293175,40.72777714,2
8.55,22-01-2023 14:36,-73.96787319,40.72574287,-73.97754048,40.74766205,4
14.01,15-11-2023 23:19,-73.96846468,40.72141832,-73.98221997,40.77727782,3
9.77,01-08-2023 00:57,-73.98244173,40.75851829,-73.95266582,40.73768544,6
5.47,08-04-2023 07:11,-74.00188628,40.75642564,-73.99419621,40.74933476,3
6.55,25-02-2023 22:16,-73.99111195,40.75280184,-74.00448653,40.74305558,3
7.79,14-01-2023 22:40,-73.99079441,40.73391683,-73.97754111,40.75778962,3
8.56,08-01-2023 22:15,-73.96797689,40.74345436,-73.99892883,40.7316307,6
8.38,10-09-2023 20:16,-74.00317542,40.75566858,-73.9851824,40.73559636,5
10.48,24-10-2023 17:55,-73.96025588,40.74980601,-73.99876812,40.77152607,2
6.64,27-06-2023 11:20,-73.96433956,40.77926713,-73.95714181,40.76868017,1
10.03,06-01-2023 06:53,-73.99882158,40.72818639,-73.99035302,40.76735138,5
3.91,13-10-2023 23:23,-73.96685014,40.76170867,-73.96350795,40.76625518,6
5.13,09-12-2023 16:52,-73.96988921,40.74425913,-73.9530838,40.74756625,4
8.22,12-07-2023 13:33,-73.96511275,40.74569198,-73.95356697,40.76373345,5
7.7,18-10-2023 15:38,-73.99866429,40.76305587,-73.97851193,40.74323229,5
13.75,16-06-2023 05:13,-74.00054458,40.76154617,-73.95100469,40.72604257,6
10.47,09-04-2023 08:03,-73.99581096,40.77947536,-73.97064377,40.74360248,4
4.67,03-11-2023 08:31,-73.9880477,40.72770366,-74.00229066,40.72951978,1
6.23,24-01-2023 16:51,-73.9623801,40.72624658,-73.95669738,40.7434511,2
8.42,03-05-2023 00:18,-73.96572456,40.76346033,-73.98187865,40.73784551,5
10.06,29-09-2023 20:26,-73.9544729,40.75470322,-74.00083834,40.75594964,4
8.92,19-05-2023 12:06,-74.00648223,40.73644964,-73.96251469,40.74169242,4
12.58,19-04-2023 22:39,-74.00930662,40.72476516,-73.97253582,40.76233538,1
8.9,17-05-2023 08:19,-73.96805167,40.72513949,-73.95707274,40.7507288,5
7.8,08-08-2023 19:36,-73.99324275,40.77365145,-73.96036065,40.77516954,4
4.18,21-02-2023 14:53,-73.98995527,40.73151204,-73.99079337,40.72546153,6
7.71,01-12-2023 11:09,-73.97719188,40.73940229,-73.99462113,40.76126255,6
10.35,10-04-2023 13:56,-74.00385521,40.73359938,-73.96597029,40.76034381,1
10.58,23-09-2023 15:26,-73.97143834,40.74129978,-73.97560123,40.77703759,1
7.78,06-03-2023 12:30,-73.99049115,40.72416543,-74.00580751,40.74229311,4
8.9,16-04-2023 20:03,-73.97203709,40.75114359,-73.99910173,40.73832628,4
10.14,13-03-2023 14:46,-73.95995959,40.72405675,-74.00091879,40.73034361,5
10.71,26-09-2023 22:44,-73.99973332,40.76802139,-73.97461219,40.73591731,5
10.71,01-03-2023 22:41,-73.95414761,40.73402272,-74.00485426,40.75011345,2
7.52,09-07-2023 11:23,-73.97815871,40.75240071,-73.99753794,40.77026278,4
10.95,25-03-2023 21:03,-73.95462433,40.77280475,-73.97727741,40.7370572,3
8.97,05-01-2023 15:24,-73.9975362,40.75905264,-74.00201659,40.72946453,6
6.89,20-01-2023 02:08,-73.97372624,40.75197747,-73.99510369,40.73632771,3
8.23,16-10-2023 15:44,-73.98576677,40.73946003,-73.95559254,40.72605562,6
9.64,18-05-2023 17:35,-73.96354667,40.73998011,-73.96817295,40.77560172,2
7.1,29-07-2023 17:28,-73.97364546,40.76016922,-73.99158711,40.77235745,4
12.8,21-11-2023 13:33,-73.98032907,40.77964836,-73.95735869,40.7385095,1
10.17,31-03-2023 13:53,-73.95522088,40.75971035,-73.99498291,40.73481927,6
8.57,17-09-2023 13:27,-73.98737298,40.75346701,-73.97465504,40.77432384,3
11.39,23-08-2023 11:57,-73.99680119,40.76383903,-73.98789034,40.72010632,5
5.85,05-02-2023 10:00,-73.97351393,40.74791234,-73.96487104,40.75603465,3
13.66,23-11-2023 14:36,-73.97255829,40.72360854,-73.98770476,40.77496023,4
4.68,20-12-2023 00:29,-73.98365432,40.75373781,-73.9950683,40.75051345,6
14.12,15-04-2023 00:44,-73.9808034,40.77745752,-73.97353772,40.72017802,3
5.5,29-03-2023 19:57,-73.9524268,40.73051818,-73.96527957,40.73313229,2
7.45,23-05-2023 12:08,-73.96603886,40.76140029,-73.97781818,40.7753465,5
8.48,11-02-2023 21:06,-74.00336389,40.73205602,-73.9670227,40.72102135,2
5.6,27-05-2023 11:15,-73.9972722,40.75214966,-73.98467903,40.74368679,1
12.5,17-12-2023 03:06,-73.9514654,40.72580059,-73.96227323,40.76738468,1
8.64,28-09-2023 20:33,-73.96641207,40.74702226,-73.97489852,40.77028546,1
10.21,26-09-2023 13:22,-73.95509729,40.7653698,-73.998225,40.74865648,1
7.99,22-05-2023 05:28,-73.99176831,40.74085429,-73.9565549,40.73394903,4
4.6,04-02-2023 12:05,-73.96548799,40.7598947,-73.95979056,40.75598228,4
10.07,18-03-2023 22:56,-73.96715984,40.767727,-73.95216527,40.73582668,4
10.99,31-05-2023 05:53,-73.9923186,40.77563067,-73.97585949,40.73531586,2
10.51,16-12-2023 09:01,-73.97695102,40.73407852,-73.96945554,40.76845599,2
7.02,21-01-2023 06:51,-73.97235509,40.74395895,-73.95818525,40.72925595,3
7.28,29-07-2023 08:23,-73.98113209,40.72914496,-74.00684452,40.72033129,5
10.55,19-07-2023 17:12,-73.96036928,40.77954901,-73.95526772,40.74020651,2
9.98,16-03-2023 19:08,-73.96002786,40.77562006,-73.99373019,40.74945844,3
11.15,11-06-2023 03:21,-73.95896397,40.75239743,-74.00657738,40.76230482,1
8.41,26-11-2023 16:18,-73.96179459,40.770522,-73.99574358,40.76686692,1
4.89,26-12-2023 13:08,-73.98071499,40.75125748,-73.9748184,40.75981115,2
6.94,01-07-2023 16:08,-73.9871137,40.75741514,-74.00712918,40.75759053,4
12.22,23-11-2023 15:54,-73.96011742,40.72534747,-74.00995411,40.75994492,3
10.12,29-05-2023 12:39,-73.98058791,40.76531623,-73.97163824,40.73629159,6
7.67,30-11-2023 07:07,-73.99521772,40.72766281,-73.98279676,40.74294168,5
7.73,01-01-2023 19:50,-73.97955939,40.76956406,-73.95934018,40.75698619,3
11.22,02-04-2023 09:15,-74.00148901,40.76692169,-73.99454716,40.72393424,4
10.15,23-01-2023 20:03,-73.96850223,40.76252468,-73.99315754,40.73771952,6
8.88,16-01-2023 00:42,-73.98984472,40.72216962,-74.00534722,40.74438514,4
7.64,04-05-2023 04:08,-73.99436047,40.7381877,-73.9776893,40.75200644,2
8.52,20-09-2023 06:56,-73.95260948,40.73578675,-73.98804574,40.74918893,4
9.26,07-06-2023 21:05,-73.96338714,40.74160818,-73.98961753,40.76308791,4
9.51,25-11-2023 04:07,-73.96277583,40.72525856,-73.98254204,40.7484056,5
5.49,04-08-2023 12:52,-73.97257668,40.77621747,-73.95901876,40.7742478,4
10.21,29-12-2023 10:18,-73.95964963,40.75322813,-74.00368868,40.7428191,6
6.53,04-05-2023 16:19,-73.96445025,40.73833146,-73.97858438,40.7515223,1
9.49,30-11-2023 02:22,-73.97407358,40.74381889,-73.9982139,40.72019262,4
10.84,16-02-2023 23:38,-73.95233254,40.74683215,-73.99725653,40.73862868,1
6.59,11-12-2023 17:47,-73.9985043,40.75603566,-73.99459589,40.77199438,5
9.08,30-04-2023 16:10,-73.95339722,40.75094077,-73.9824359,40.74001458,6
10.91,18-03-2023 02:08,-73.98591371,40.77516352,-73.980336,40.73519118,2
5.74,25-12-2023 04:11,-73.97829606,40.74981781,-73.95770932,40.75261222,1
14.82,07-10-2023 04:47,-74.00263564,40.77952948,-73.95647327,40.72472381,2
7.31,17-12-2023 20:49,-73.97759355,40.7710855,-73.97480015,40.75189631,6
7.16,06-12-2023 12:29,-73.97332759,40.73251063,-73.99311575,40.73821995,6
10.59,27-04-2023 21:00,-73.95013791,40.77583571,-73.96089378,40.74298617,6
12.24,13-01-2023 01:01,-73.95148846,40.72698198,-73.96242708,40.7674819,6
5.83,16-12-2023 00:26,-73.95201616,40.76904698,-73.96212279,40.75971784,2
5.87,28-07-2023 08:02,-73.98909672,40.7428374,-74.00901794,40.74676637,1
